bee,frame-1,frame-2,frame-3,frame-4,frame-5,frame-6,frame-7,frame-8,frame-9,frame-10,frame-11,frame-12,frame-13,frame-14,frame-15
bee1,309.10120157008663,345.315753798858,,,,,,,,,,,,,
bee2,301.2775723199295,259.7152075371465,223.94394752342185,204.00650894696906,201.0304387683255,237.17082451262846,305.87665507637763,,,,,,,,
bee3,275.05611099833953,217.56895064627753,175.25456695136762,162.48351187850758,175.93567224464624,233.6637871645899,295.0392896576673,333.2574502103641,,,313.53361299009515,311.7855344282957,315.81811803040824,,
bee4,325.9469690176562,249.79587002267286,166.01983536277237,87.06658284961208,33.38473403207396,91.09906574999144,194.98381980636896,254.36181201763432,302.20525778458494,329.58411046507723,337.1247850771372,325.9377628321929,304.4058054240381,281.83761583748935,
bee5,280.08455758294394,198.16761759662742,110.20074586668981,20.951312035156977,64.37682702136554,123.53392651968828,212.3784248366034,265.1319002952753,304.8082893860724,340.19304815606887,,,,,
bee6,310.0801369936886,235.90041434251114,158.18435703105362,82.92595900947185,41.34650659586314,44.01801601483228,124.24325116292472,183.2538173987675,225.1066657696677,258.1872678791977,305.24254450180587,326.8098808431826,,,
bee7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bee8,245.00846826158934,265.02355150669837,258.0942740957026,240.0988593831547,222.2395826552179,230.30255343345593,234.40743374121325,225.7892725760576,206.29662876494257,198.80472734799898,,,,,
bee9,76.050034068078,110.55803707122574,152.58686163276155,198.0810720667452,,,,,,,,,,,
bee10,314.1659980781219,240.57864913527354,228.97345015943424,276.78836135605013,342.38356986912163,,,,,,,,,,
bee11,102.81113906333638,98.97450864120604,149.2666113436047,201.69463806288854,,,,,,,,,,,
bee12,77.8659112652913,83.97898032128316,124.51896468071737,169.16086369255925,217.03237575578504,,,,,,,,,,
